ID,logTime,lidarDistance,setPoint,diff,upMotor,yawMotor,throttleMotor,p_up,i_up,d_up
293332,2022-11-08 16:54:32.630,146,550,404,0,0,0,2,0,0
293331,2022-11-08 16:54:32.433,146,550,404,0,0,0,2,0,0
293330,2022-11-08 16:54:32.197,146,550,404,0,0,0,2,0,0
293329,2022-11-08 16:54:32.017,145,550,405,0,0,0,2,0,0
293328,2022-11-08 16:54:31.817,145,550,405,0,0,0,2,0,0
293327,2022-11-08 16:54:31.607,145,550,405,0,0,0,2,0,0
293326,2022-11-08 16:54:31.403,145,550,405,0,0,0,2,0,0
293325,2022-11-08 16:54:31.190,145,550,405,0,0,0,2,0,0
293324,2022-11-08 16:54:31.003,145,550,405,0,0,0,2,0,0
293323,2022-11-08 16:54:30.780,145,550,405,0,0,0,2,0,0
293322,2022-11-08 16:54:30.573,145,550,405,0,0,0,2,0,0
293321,2022-11-08 16:54:30.367,145,550,405,0,0,0,2,0,0
293320,2022-11-08 16:54:30.153,145,550,405,0,0,0,2,0,0
293319,2022-11-08 16:54:29.963,145,550,405,0,0,0,2,0,0
293318,2022-11-08 16:54:29.760,145,550,405,0,0,0,2,0,0
293317,2022-11-08 16:54:29.557,145,550,405,0,0,0,2,0,0
293316,2022-11-08 16:54:29.347,145,550,405,0,0,0,2,0,0
293315,2022-11-08 16:54:29.120,145,550,405,0,0,0,2,0,0
293314,2022-11-08 16:54:28.943,145,550,405,0,0,0,2,0,0
293313,2022-11-08 16:54:28.737,145,550,405,0,0,0,2,0,0
293312,2022-11-08 16:54:28.537,145,550,405,0,0,0,2,0,0
293311,2022-11-08 16:54:28.327,145,550,405,0,0,0,2,0,0
293310,2022-11-08 16:54:28.113,145,550,405,0,0,0,2,0,0
293309,2022-11-08 16:54:27.900,145,550,405,0,0,0,2,0,0
293308,2022-11-08 16:54:27.687,145,550,405,0,0,0,2,0,0
293307,2022-11-08 16:54:27.480,145,550,405,0,0,0,2,0,0
293306,2022-11-08 16:54:27.257,145,550,405,0,0,0,2,0,0
293305,2022-11-08 16:54:27.043,145,550,405,0,0,0,2,0,0
293304,2022-11-08 16:54:26.827,145,550,405,0,0,0,2,0,0
293303,2022-11-08 16:54:26.623,145,550,405,0,0,0,2,0,0
293302,2022-11-08 16:54:26.410,145,550,405,0,0,0,2,0,0
293301,2022-11-08 16:54:26.180,145,550,405,0,0,0,2,0,0
293300,2022-11-08 16:54:26.007,145,550,405,0,0,0,2,0,0
293299,2022-11-08 16:54:25.797,145,550,405,0,0,0,2,0,0
293298,2022-11-08 16:54:25.597,145,550,405,0,0,0,2,0,0
293297,2022-11-08 16:54:25.390,145,550,405,0,0,0,2,0,0
293296,2022-11-08 16:54:25.143,145,550,405,0,0,0,2,0,0
293295,2022-11-08 16:54:24.970,145,550,405,0,0,0,2,0,0
293294,2022-11-08 16:54:24.760,145,550,405,0,0,0,2,0,0
293293,2022-11-08 16:54:24.560,145,550,405,0,0,0,2,0,0
293292,2022-11-08 16:54:24.280,145,550,405,0,0,0,2,0,0
293291,2022-11-08 16:54:24.070,145,550,405,0,0,0,2,0,0
293290,2022-11-08 16:54:23.867,145,550,405,0,0,0,2,0,0
293289,2022-11-08 16:54:23.660,145,550,405,0,0,0,2,0,0
293288,2022-11-08 16:54:23.447,145,550,405,0,0,0,2,0,0
293287,2022-11-08 16:54:23.240,145,550,405,0,0,0,2,0,0
293286,2022-11-08 16:54:23.030,145,550,405,0,0,0,2,0,0
293285,2022-11-08 16:54:22.820,145,550,405,0,0,0,2,0,0
293284,2022-11-08 16:54:22.610,145,550,405,0,0,0,2,0,0
293283,2022-11-08 16:54:22.403,145,550,405,0,0,0,2,0,0
293282,2022-11-08 16:54:22.167,145,550,405,0,0,0,2,0,0
293281,2022-11-08 16:54:21.990,145,550,405,0,0,0,2,0,0
293280,2022-11-08 16:54:21.777,145,550,405,0,0,0,2,0,0
293279,2022-11-08 16:54:20.597,145,550,405,0,0,0,2,0,0
293278,2022-11-08 16:54:20.377,145,550,405,0,0,0,2,0,0
293277,2022-11-08 16:54:20.133,145,550,405,0,0,0,2,0,0
293276,2022-11-08 16:54:19.957,145,550,405,0,0,0,2,0,0
293275,2022-11-08 16:54:19.750,145,550,405,0,0,0,2,0,0
293274,2022-11-08 16:54:19.540,145,550,405,0,0,0,2,0,0
293273,2022-11-08 16:54:19.337,145,550,405,0,0,0,2,0,0
293272,2022-11-08 16:54:19.113,145,550,405,0,0,0,2,0,0
293271,2022-11-08 16:54:18.907,145,550,405,0,0,0,2,0,0
293270,2022-11-08 16:54:18.697,145,550,405,0,0,0,2,0,0
293269,2022-11-08 16:54:18.443,145,550,405,0,0,0,2,0,0
293268,2022-11-08 16:54:18.207,145,550,405,0,0,0,2,0,0
293267,2022-11-08 16:54:18.030,146,550,404,0,0,0,2,0,0
293266,2022-11-08 16:54:17.800,146,550,404,0,0,0,2,0,0
293265,2022-11-08 16:54:17.597,146,550,404,0,0,0,2,0,0
293264,2022-11-08 16:54:17.387,146,550,404,0,0,0,2,0,0
293263,2022-11-08 16:54:17.147,146,550,404,0,0,0,2,0,0
293262,2022-11-08 16:54:16.983,146,550,404,0,0,0,2,0,0
293261,2022-11-08 16:54:16.760,146,550,404,0,0,0,2,0,0
293260,2022-11-08 16:54:16.550,146,550,404,0,0,0,2,0,0
293259,2022-11-08 16:54:16.323,146,550,404,0,0,0,2,0,0
293258,2022-11-08 16:54:16.097,146,550,404,0,0,0,2,0,0
293257,2022-11-08 16:54:15.890,146,550,404,0,0,0,2,0,0
293256,2022-11-08 16:54:15.683,146,550,404,0,0,0,2,0,0
293255,2022-11-08 16:54:15.477,146,550,404,0,0,0,2,0,0
293254,2022-11-08 16:54:15.273,146,550,404,0,0,0,2,0,0
293253,2022-11-08 16:54:15.057,146,550,404,0,0,0,2,0,0
293252,2022-11-08 16:54:14.853,146,550,404,0,0,0,2,0,0
293251,2022-11-08 16:54:14.640,146,550,404,0,0,0,2,0,0
293250,2022-11-08 16:54:14.440,146,550,404,0,0,0,2,0,0
293249,2022-11-08 16:54:14.197,146,550,404,0,0,0,2,0,0
292875,2022-11-08 16:46:42.517,257,550,293,0,0,0,2,0,0
292849,2022-11-08 16:46:37.203,257,550,293,0,0,0,2,0,0
292806,2022-11-08 16:46:26.923,0,550,550,0,0,0,2,0,0
292805,2022-11-08 16:46:26.713,0,550,550,0,0,0,2,0,0
292738,2022-11-08 16:46:13.020,257,550,293,0,0,0,2,0,0
292497,2022-11-08 16:45:23.027,17,550,533,0,0,0,2,0,0
292459,2022-11-08 16:45:15.253,257,550,293,0,0,0,2,0,0
290986,2022-11-08 16:40:03.523,257,550,293,0,0,0,2,0,0
290839,2022-11-08 16:39:33.523,257,550,293,0,0,0,2,0,0
290721,2022-11-08 16:39:09.480,257,550,293,0,0,0,2,0,0
290395,2022-11-08 16:38:02.180,0,550,550,0,0,0,2,0,0
290394,2022-11-08 16:38:01.923,0,550,550,0,0,0,2,0,0
290393,2022-11-08 16:38:01.743,0,550,550,0,0,0,2,0,0
290387,2022-11-08 16:38:00.520,257,550,293,0,0,0,2,0,0
290367,2022-11-08 16:37:56.487,10,550,540,0,0,0,2,0,0
290363,2022-11-08 16:37:55.660,304,550,246,0,0,0,2,0,0
290362,2022-11-08 16:37:55.463,304,550,246,0,0,0,2,0,0
290361,2022-11-08 16:37:55.270,304,550,246,0,0,0,2,0,0
290360,2022-11-08 16:37:55.060,304,550,246,0,0,0,2,0,0
290359,2022-11-08 16:37:54.857,304,550,246,0,0,0,2,0,0
290358,2022-11-08 16:37:54.620,304,550,246,0,0,0,2,0,0
290357,2022-11-08 16:37:54.433,304,550,246,0,0,0,2,0,0
290356,2022-11-08 16:37:54.180,304,550,246,0,0,0,2,0,0
290355,2022-11-08 16:37:53.987,304,550,246,0,0,0,2,0,0
290354,2022-11-08 16:37:53.767,304,550,246,0,0,0,2,0,0
290353,2022-11-08 16:37:53.587,304,550,246,0,0,0,2,0,0
290320,2022-11-08 16:37:45.900,1,550,549,0,0,0,2,0,0
290319,2022-11-08 16:37:45.720,1,550,549,0,0,0,2,0,0
290318,2022-11-08 16:37:45.520,325,550,225,0,0,0,2,0,0
290049,2022-11-08 16:35:34.603,476,550,74,0,0,0,2,0,0
289781,2022-11-08 16:34:36.397,1099,550,-549,0,0,0,2,0,0
289779,2022-11-08 16:34:36.000,1095,550,-545,0,0,0,2,0,0
289778,2022-11-08 16:34:35.767,1095,550,-545,0,0,0,2,0,0
289777,2022-11-08 16:34:35.587,1060,550,-510,0,0,0,2,0,0
289776,2022-11-08 16:34:35.383,1009,550,-459,0,0,0,2,0,0
289775,2022-11-08 16:34:35.197,1001,550,-451,0,0,0,2,0,0
289774,2022-11-08 16:34:34.973,1033,550,-483,0,0,0,2,0,0
289773,2022-11-08 16:34:34.757,1033,550,-483,0,0,0,2,0,0
289772,2022-11-08 16:34:34.567,1033,550,-483,0,0,0,2,0,0
289771,2022-11-08 16:34:34.347,1026,550,-476,0,0,0,2,0,0
289770,2022-11-08 16:34:34.107,984,550,-434,0,0,0,2,0,0
289769,2022-11-08 16:34:33.913,984,550,-434,0,0,0,2,0,0
289768,2022-11-08 16:34:33.690,1009,550,-459,0,0,0,2,0,0
289767,2022-11-08 16:34:33.503,1036,550,-486,0,0,0,2,0,0
289766,2022-11-08 16:34:33.310,257,550,293,0,0,0,2,0,0
289765,2022-11-08 16:34:33.050,1042,550,-492,0,0,0,2,0,0
289764,2022-11-08 16:34:32.797,1031,550,-481,0,0,0,2,0,0
289763,2022-11-08 16:34:32.627,1003,550,-453,0,0,0,2,0,0
289762,2022-11-08 16:34:32.420,1003,550,-453,0,0,0,2,0,0
289761,2022-11-08 16:34:32.230,983,550,-433,0,0,0,2,0,0
289760,2022-11-08 16:34:31.997,946,550,-396,0,0,0,2,0,0
289759,2022-11-08 16:34:31.747,946,550,-396,0,0,0,2,0,0
289758,2022-11-08 16:34:31.577,913,550,-363,0,0,0,2,0,0
289757,2022-11-08 16:34:31.360,913,550,-363,0,0,0,2,0,0
289756,2022-11-08 16:34:31.110,921,550,-371,0,0,0,2,0,0
289755,2022-11-08 16:34:30.907,921,550,-371,0,0,0,2,0,0
289754,2022-11-08 16:34:30.747,409,550,141,0,0,0,2,0,0
289753,2022-11-08 16:34:30.537,933,550,-383,0,0,0,2,0,0
289752,2022-11-08 16:34:30.327,933,550,-383,0,0,0,2,0,0
289751,2022-11-08 16:34:30.133,930,550,-380,0,0,0,2,0,0
289750,2022-11-08 16:34:29.883,920,550,-370,0,0,0,2,0,0
289749,2022-11-08 16:34:29.703,917,550,-367,0,0,0,2,0,0
289748,2022-11-08 16:34:29.490,916,550,-366,0,0,0,2,0,0
289747,2022-11-08 16:34:29.293,917,550,-367,0,0,0,2,0,0
289746,2022-11-08 16:34:29.087,919,550,-369,0,0,0,2,0,0
289745,2022-11-08 16:34:28.887,921,550,-371,0,0,0,2,0,0
289744,2022-11-08 16:34:28.673,917,550,-367,0,0,0,2,0,0
289743,2022-11-08 16:34:28.473,910,550,-360,0,0,0,2,0,0
289742,2022-11-08 16:34:28.273,901,550,-351,0,0,0,2,0,0
289741,2022-11-08 16:34:28.083,850,550,-300,0,0,0,2,0,0
289740,2022-11-08 16:34:27.877,805,550,-255,0,0,0,2,0,0
289739,2022-11-08 16:34:27.693,805,550,-255,0,0,0,2,0,0
289738,2022-11-08 16:34:26.527,825,550,-275,0,0,0,2,0,0
289737,2022-11-08 16:34:26.337,771,550,-221,0,0,0,2,0,0
289736,2022-11-08 16:34:26.083,750,550,-200,0,0,0,2,0,0
289735,2022-11-08 16:34:25.887,813,550,-263,0,0,0,2,0,0
289734,2022-11-08 16:34:25.687,809,550,-259,0,0,0,2,0,0
289733,2022-11-08 16:34:25.490,809,550,-259,0,0,0,2,0,0
289732,2022-11-08 16:34:25.267,779,550,-229,0,0,0,2,0,0
289731,2022-11-08 16:34:25.093,745,550,-195,0,0,0,2,0,0
289730,2022-11-08 16:34:24.900,745,550,-195,0,0,0,2,0,0
289729,2022-11-08 16:34:24.693,786,550,-236,0,0,0,2,0,0
289728,2022-11-08 16:34:24.450,770,550,-220,0,0,0,2,0,0
289727,2022-11-08 16:34:24.243,797,550,-247,0,0,0,2,0,0
289726,2022-11-08 16:34:24.040,835,550,-285,0,0,0,2,0,0
289725,2022-11-08 16:34:23.880,835,550,-285,0,0,0,2,0,0
289724,2022-11-08 16:34:23.627,942,550,-392,0,0,0,2,0,0
289723,2022-11-08 16:34:23.433,929,550,-379,0,0,0,2,0,0
289722,2022-11-08 16:34:23.220,988,550,-438,0,0,0,2,0,0
289721,2022-11-08 16:34:23.017,988,550,-438,0,0,0,2,0,0
289720,2022-11-08 16:34:22.803,1013,550,-463,0,0,0,2,0,0
289719,2022-11-08 16:34:22.610,1062,550,-512,0,0,0,2,0,0
289718,2022-11-08 16:34:22.413,1055,550,-505,0,0,0,2,0,0
289717,2022-11-08 16:34:22.200,972,550,-422,0,0,0,2,0,0
289716,2022-11-08 16:34:21.997,972,550,-422,0,0,0,2,0,0
289715,2022-11-08 16:34:21.787,972,550,-422,0,0,0,2,0,0
289714,2022-11-08 16:34:21.590,928,550,-378,0,0,0,2,0,0
289713,2022-11-08 16:34:21.403,917,550,-367,0,0,0,2,0,0
289712,2022-11-08 16:34:21.200,895,550,-345,0,0,0,2,0,0
289711,2022-11-08 16:34:20.997,796,550,-246,0,0,0,2,0,0
289710,2022-11-08 16:34:20.773,796,550,-246,0,0,0,2,0,0
289709,2022-11-08 16:34:20.603,799,550,-249,0,0,0,2,0,0
289708,2022-11-08 16:34:20.393,793,550,-243,0,0,0,2,0,0
289707,2022-11-08 16:34:20.183,865,550,-315,0,0,0,2,0,0
289706,2022-11-08 16:34:19.987,865,550,-315,0,0,0,2,0,0
289705,2022-11-08 16:34:19.743,865,550,-315,0,0,0,2,0,0
289704,2022-11-08 16:34:19.580,867,550,-317,0,0,0,2,0,0
289703,2022-11-08 16:34:19.370,867,550,-317,0,0,0,2,0,0
289702,2022-11-08 16:34:19.107,822,550,-272,0,0,0,2,0,0
289701,2022-11-08 16:34:18.917,822,550,-272,0,0,0,2,0,0
289700,2022-11-08 16:34:18.740,822,550,-272,0,0,0,2,0,0
289699,2022-11-08 16:34:18.523,822,550,-272,0,0,0,2,0,0
289698,2022-11-08 16:34:18.320,885,550,-335,0,0,0,2,0,0
289697,2022-11-08 16:34:18.113,885,550,-335,0,0,0,2,0,0
289696,2022-11-08 16:34:17.887,930,550,-380,0,0,0,2,0,0
289695,2022-11-08 16:34:17.687,956,550,-406,0,0,0,2,0,0
289694,2022-11-08 16:34:17.490,982,550,-432,0,0,0,2,0,0
289693,2022-11-08 16:34:17.297,888,550,-338,0,0,0,2,0,0
289692,2022-11-08 16:34:17.090,826,550,-276,0,0,0,2,0,0
289691,2022-11-08 16:34:16.883,795,550,-245,0,0,0,2,0,0
289690,2022-11-08 16:34:16.663,795,550,-245,0,0,0,2,0,0
289689,2022-11-08 16:34:16.463,828,550,-278,0,0,0,2,0,0
289688,2022-11-08 16:34:16.270,903,550,-353,0,0,0,2,0,0
289687,2022-11-08 16:34:16.067,1017,550,-467,0,0,0,2,0,0
289686,2022-11-08 16:34:15.877,946,550,-396,0,0,0,2,0,0
289685,2022-11-08 16:34:15.643,958,550,-408,0,0,0,2,0,0
289684,2022-11-08 16:34:15.460,981,550,-431,0,0,0,2,0,0
289683,2022-11-08 16:34:15.253,996,550,-446,0,0,0,2,0,0
289682,2022-11-08 16:34:15.077,1005,550,-455,0,0,0,2,0,0
289681,2022-11-08 16:34:14.877,1005,550,-455,0,0,0,2,0,0
289680,2022-11-08 16:34:14.617,953,550,-403,0,0,0,2,0,0
289679,2022-11-08 16:34:14.440,1035,550,-485,0,0,0,2,0,0
289678,2022-11-08 16:34:14.193,1035,550,-485,0,0,0,2,0,0
289677,2022-11-08 16:34:13.987,1071,550,-521,0,0,0,2,0,0
289676,2022-11-08 16:34:13.830,1071,550,-521,0,0,0,2,0,0
289675,2022-11-08 16:34:13.620,1090,550,-540,0,0,0,2,0,0
289674,2022-11-08 16:34:13.373,1090,550,-540,0,0,0,2,0,0
289673,2022-11-08 16:34:13.213,1100,550,-550,0,0,0,2,0,0
289670,2022-11-08 16:34:12.583,1081,550,-531,0,0,0,2,0,0
289669,2022-11-08 16:34:12.397,1081,550,-531,0,0,0,2,0,0
289659,2022-11-08 16:34:10.313,1044,550,-494,0,0,0,2,0,0
289658,2022-11-08 16:34:10.107,1000,550,-450,0,0,0,2,0,0
289657,2022-11-08 16:34:09.900,1096,550,-546,0,0,0,2,0,0
289656,2022-11-08 16:34:09.727,1096,550,-546,0,0,0,2,0,0
289652,2022-11-08 16:34:08.883,1095,550,-545,0,0,0,2,0,0
289651,2022-11-08 16:34:08.687,1051,550,-501,0,0,0,2,0,0
289649,2022-11-08 16:34:08.297,1089,550,-539,0,0,0,2,0,0
289648,2022-11-08 16:34:08.100,1095,550,-545,0,0,0,2,0,0
289645,2022-11-08 16:34:07.487,1031,550,-481,0,0,0,2,0,0
289644,2022-11-08 16:34:07.290,866,550,-316,0,0,0,2,0,0
289643,2022-11-08 16:34:07.043,934,550,-384,0,0,0,2,0,0
289642,2022-11-08 16:34:06.813,1056,550,-506,0,0,0,2,0,0
289641,2022-11-08 16:34:06.643,1055,550,-505,0,0,0,2,0,0
289640,2022-11-08 16:34:06.443,1014,550,-464,0,0,0,2,0,0
289639,2022-11-08 16:34:06.247,1014,550,-464,0,0,0,2,0,0
289638,2022-11-08 16:34:05.977,1007,550,-457,0,0,0,2,0,0
289637,2022-11-08 16:34:05.807,1007,550,-457,0,0,0,2,0,0
289636,2022-11-08 16:34:05.590,980,550,-430,0,0,0,2,0,0
289635,2022-11-08 16:34:05.390,992,550,-442,0,0,0,2,0,0
289634,2022-11-08 16:34:05.197,988,550,-438,0,0,0,2,0,0
289633,2022-11-08 16:34:04.990,984,550,-434,0,0,0,2,0,0
289632,2022-11-08 16:34:04.813,984,550,-434,0,0,0,2,0,0
289631,2022-11-08 16:34:04.577,976,550,-426,0,0,0,2,0,0
289630,2022-11-08 16:34:04.373,967,550,-417,0,0,0,2,0,0
289629,2022-11-08 16:34:04.173,901,550,-351,0,0,0,2,0,0
289628,2022-11-08 16:34:03.970,954,550,-404,0,0,0,2,0,0
289627,2022-11-08 16:34:03.757,954,550,-404,0,0,0,2,0,0
289626,2022-11-08 16:34:03.547,938,550,-388,0,0,0,2,0,0
289625,2022-11-08 16:34:03.343,950,550,-400,0,0,0,2,0,0
289624,2022-11-08 16:34:03.150,950,550,-400,0,0,0,2,0,0
289623,2022-11-08 16:34:02.950,944,550,-394,0,0,0,2,0,0
289622,2022-11-08 16:34:02.743,944,550,-394,0,0,0,2,0,0
289621,2022-11-08 16:34:02.560,931,550,-381,0,0,0,2,0,0
289620,2022-11-08 16:34:02.373,934,550,-384,0,0,0,2,0,0
289619,2022-11-08 16:34:02.137,939,550,-389,0,0,0,2,0,0
289618,2022-11-08 16:34:01.927,946,550,-396,0,0,0,2,0,0
289617,2022-11-08 16:34:01.690,949,550,-399,0,0,0,2,0,0
289616,2022-11-08 16:34:01.483,942,550,-392,0,0,0,2,0,0
289615,2022-11-08 16:34:01.270,905,550,-355,0,0,0,2,0,0
289614,2022-11-08 16:34:01.070,905,550,-355,0,0,0,2,0,0
289613,2022-11-08 16:34:00.877,947,550,-397,0,0,0,2,0,0
289612,2022-11-08 16:34:00.657,954,550,-404,0,0,0,2,0,0
289611,2022-11-08 16:34:00.460,958,550,-408,0,0,0,2,0,0
289610,2022-11-08 16:34:00.253,961,550,-411,0,0,0,2,0,0
289609,2022-11-08 16:34:00.060,963,550,-413,0,0,0,2,0,0
289608,2022-11-08 16:33:59.850,967,550,-417,0,0,0,2,0,0
289607,2022-11-08 16:33:59.640,920,550,-370,0,0,0,2,0,0
289606,2022-11-08 16:33:59.433,986,550,-436,0,0,0,2,0,0
289605,2022-11-08 16:33:59.243,999,550,-449,0,0,0,2,0,0
289604,2022-11-08 16:33:59.033,1017,550,-467,0,0,0,2,0,0
289603,2022-11-08 16:33:58.823,1017,550,-467,0,0,0,2,0,0
289602,2022-11-08 16:33:58.643,958,550,-408,0,0,0,2,0,0
289601,2022-11-08 16:33:58.383,1026,550,-476,0,0,0,2,0,0
289600,2022-11-08 16:33:58.187,1032,550,-482,0,0,0,2,0,0
289599,2022-11-08 16:33:57.993,1054,550,-504,0,0,0,2,0,0
289598,2022-11-08 16:33:57.770,1054,550,-504,0,0,0,2,0,0
289597,2022-11-08 16:33:57.563,1054,550,-504,0,0,0,2,0,0
289596,2022-11-08 16:33:57.363,1044,550,-494,0,0,0,2,0,0
289595,2022-11-08 16:33:57.170,962,550,-412,0,0,0,2,0,0
289594,2022-11-08 16:33:56.957,985,550,-435,0,0,0,2,0,0
289593,2022-11-08 16:33:56.747,985,550,-435,0,0,0,2,0,0
289592,2022-11-08 16:33:56.570,1004,550,-454,0,0,0,2,0,0
289591,2022-11-08 16:33:56.367,1004,550,-454,0,0,0,2,0,0
289590,2022-11-08 16:33:56.130,1053,550,-503,0,0,0,2,0,0
289589,2022-11-08 16:33:55.917,1062,550,-512,0,0,0,2,0,0
289588,2022-11-08 16:33:55.720,1052,550,-502,0,0,0,2,0,0
289587,2022-11-08 16:33:55.513,1032,550,-482,0,0,0,2,0,0
289586,2022-11-08 16:33:55.310,951,550,-401,0,0,0,2,0,0
289585,2022-11-08 16:33:55.127,1009,550,-459,0,0,0,2,0,0
289584,2022-11-08 16:33:54.917,1010,550,-460,0,0,0,2,0,0
289583,2022-11-08 16:33:54.700,1016,550,-466,0,0,0,2,0,0
289582,2022-11-08 16:33:54.497,1019,550,-469,0,0,0,2,0,0
289581,2022-11-08 16:33:54.303,1001,550,-451,0,0,0,2,0,0
289580,2022-11-08 16:33:54.090,990,550,-440,0,0,0,2,0,0
289579,2022-11-08 16:33:53.893,1007,550,-457,0,0,0,2,0,0
289578,2022-11-08 16:33:53.693,1007,550,-457,0,0,0,2,0,0
289577,2022-11-08 16:33:53.487,1004,550,-454,0,0,0,2,0,0
289576,2022-11-08 16:33:53.303,1007,550,-457,0,0,0,2,0,0
289575,2022-11-08 16:33:53.097,951,550,-401,0,0,0,2,0,0
289574,2022-11-08 16:33:52.807,951,550,-401,0,0,0,2,0,0
289573,2022-11-08 16:33:52.610,996,550,-446,0,0,0,2,0,0
289572,2022-11-08 16:33:52.407,1010,550,-460,0,0,0,2,0,0
289571,2022-11-08 16:33:52.207,1006,550,-456,0,0,0,2,0,0
289570,2022-11-08 16:33:52.000,950,550,-400,0,0,0,2,0,0
289569,2022-11-08 16:33:51.790,950,550,-400,0,0,0,2,0,0
289568,2022-11-08 16:33:51.590,1010,550,-460,0,0,0,2,0,0
289567,2022-11-08 16:33:51.387,1017,550,-467,0,0,0,2,0,0
289566,2022-11-08 16:33:51.190,1017,550,-467,0,0,0,2,0,0
289565,2022-11-08 16:33:51.007,1013,550,-463,0,0,0,2,0,0
289564,2022-11-08 16:33:50.767,1013,550,-463,0,0,0,2,0,0
289563,2022-11-08 16:33:50.610,1016,550,-466,0,0,0,2,0,0
289562,2022-11-08 16:33:50.393,953,550,-403,0,0,0,2,0,0
289561,2022-11-08 16:33:50.193,1025,550,-475,0,0,0,2,0,0
289560,2022-11-08 16:33:49.983,1032,550,-482,0,0,0,2,0,0
289559,2022-11-08 16:33:49.773,1032,550,-482,0,0,0,2,0,0
289558,2022-11-08 16:33:49.567,1021,550,-471,0,0,0,2,0,0
289557,2022-11-08 16:33:49.377,909,550,-359,0,0,0,2,0,0
289556,2022-11-08 16:33:49.190,925,550,-375,0,0,0,2,0,0
289555,2022-11-08 16:33:48.247,934,550,-384,0,0,0,2,0,0
289554,2022-11-08 16:33:48.043,926,550,-376,0,0,0,2,0,0
289553,2022-11-08 16:33:47.877,926,550,-376,0,0,0,2,0,0
289552,2022-11-08 16:33:47.663,926,550,-376,0,0,0,2,0,0
289551,2022-11-08 16:33:47.417,926,550,-376,0,0,0,2,0,0
289550,2022-11-08 16:33:47.220,922,550,-372,0,0,0,2,0,0
289549,2022-11-08 16:33:47.017,893,550,-343,0,0,0,2,0,0
289548,2022-11-08 16:33:46.837,893,550,-343,0,0,0,2,0,0
289547,2022-11-08 16:33:46.633,936,550,-386,0,0,0,2,0,0
289546,2022-11-08 16:33:46.427,947,550,-397,0,0,0,2,0,0
289545,2022-11-08 16:33:46.203,947,550,-397,0,0,0,2,0,0
289544,2022-11-08 16:33:45.990,954,550,-404,0,0,0,2,0,0
289543,2022-11-08 16:33:45.813,954,550,-404,0,0,0,2,0,0
289542,2022-11-08 16:33:45.590,925,550,-375,0,0,0,2,0,0
289541,2022-11-08 16:33:45.400,925,550,-375,0,0,0,2,0,0
289540,2022-11-08 16:33:45.177,955,550,-405,0,0,0,2,0,0
289539,2022-11-08 16:33:44.950,977,550,-427,0,0,0,2,0,0
289538,2022-11-08 16:33:44.763,977,550,-427,0,0,0,2,0,0
289537,2022-11-08 16:33:44.587,977,550,-427,0,0,0,2,0,0
289536,2022-11-08 16:33:44.337,987,550,-437,0,0,0,2,0,0
289535,2022-11-08 16:33:44.133,991,550,-441,0,0,0,2,0,0
289534,2022-11-08 16:33:43.933,932,550,-382,0,0,0,2,0,0
289533,2022-11-08 16:33:43.767,1004,550,-454,0,0,0,2,0,0
289532,2022-11-08 16:33:43.560,1010,550,-460,0,0,0,2,0,0
289531,2022-11-08 16:33:43.347,1021,550,-471,0,0,0,2,0,0
289530,2022-11-08 16:33:43.107,1023,550,-473,0,0,0,2,0,0
289529,2022-11-08 16:33:42.927,1022,550,-472,0,0,0,2,0,0
289528,2022-11-08 16:33:42.740,1022,550,-472,0,0,0,2,0,0
289527,2022-11-08 16:33:42.507,1022,550,-472,0,0,0,2,0,0
289526,2022-11-08 16:33:42.290,1021,550,-471,0,0,0,2,0,0
289525,2022-11-08 16:33:42.123,1012,550,-462,0,0,0,2,0,0
289524,2022-11-08 16:33:41.903,979,550,-429,0,0,0,2,0,0
289523,2022-11-08 16:33:41.690,971,550,-421,0,0,0,2,0,0
289522,2022-11-08 16:33:41.510,976,550,-426,0,0,0,2,0,0
289521,2022-11-08 16:33:41.290,992,550,-442,0,0,0,2,0,0
289520,2022-11-08 16:33:41.097,1025,550,-475,0,0,0,2,0,0
289519,2022-11-08 16:33:40.890,1023,550,-473,0,0,0,2,0,0
289518,2022-11-08 16:33:40.667,1024,550,-474,0,0,0,2,0,0
289517,2022-11-08 16:33:40.463,1026,550,-476,0,0,0,2,0,0
289516,2022-11-08 16:33:40.267,1025,550,-475,0,0,0,2,0,0
289515,2022-11-08 16:33:40.077,1024,550,-474,0,0,0,2,0,0
289514,2022-11-08 16:33:39.867,1020,550,-470,0,0,0,2,0,0
289513,2022-11-08 16:33:39.647,1017,550,-467,0,0,0,2,0,0
289512,2022-11-08 16:33:39.443,959,550,-409,0,0,0,2,0,0
289511,2022-11-08 16:33:39.257,1017,550,-467,0,0,0,2,0,0
289510,2022-11-08 16:33:39.053,1020,550,-470,0,0,0,2,0,0
289509,2022-11-08 16:33:38.870,1020,550,-470,0,0,0,2,0,0
289508,2022-11-08 16:33:38.657,1021,550,-471,0,0,0,2,0,0
289507,2022-11-08 16:33:38.427,1021,550,-471,0,0,0,2,0,0
289506,2022-11-08 16:33:38.243,993,550,-443,0,0,0,2,0,0
289505,2022-11-08 16:33:38.027,1033,550,-483,0,0,0,2,0,0
289504,2022-11-08 16:33:37.823,1033,550,-483,0,0,0,2,0,0
289503,2022-11-08 16:33:37.617,1043,550,-493,0,0,0,2,0,0
289502,2022-11-08 16:33:37.427,1055,550,-505,0,0,0,2,0,0
289501,2022-11-08 16:33:37.220,1061,550,-511,0,0,0,2,0,0
