ID,logTime,lidarDistance,upMotor,controlAuthority,currentManeuver,state_description,state_target,state_action,loopTime,days_since_last_case
443089,2022-11-11 09:39:58.203,571,0.0286539,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242188,3.20216049382716E-06
443090,2022-11-11 09:39:58.460,557,0.0565888,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.265625,2.97067901234568E-06
443091,2022-11-11 09:39:58.707,557,0.0921559,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.257812,2.85493827160494E-06
443092,2022-11-11 09:39:58.943,545,0.00529419,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,2.7391975308642E-06
443093,2022-11-11 09:39:59.203,543,-0.0490702,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,3.00925925925926E-06
443094,2022-11-11 09:39:59.457,546,0.0767753,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.246094,2.9320987654321E-06
443095,2022-11-11 09:39:59.700,550,0.0443596,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.25,2.81635802469136E-06
443096,2022-11-11 09:39:59.923,550,0.0433724,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.238282,2.58487654320988E-06
443097,2022-11-11 09:40:00.150,550,0.0433372,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.222656,2.62345679012346E-06
443098,2022-11-11 09:40:00.447,562,0.131682,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.214844,3.43364197530864E-06
443099,2022-11-11 09:40:00.690,570,0.178957,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.296875,2.81635802469136E-06
443100,2022-11-11 09:40:00.917,578,0.236881,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,2.62345679012346E-06
443101,2022-11-11 09:40:01.167,583,0.195007,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.226562,2.89351851851852E-06
443102,2022-11-11 09:40:01.400,592,0.282769,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,2.70061728395062E-06
443103,2022-11-11 09:40:01.667,594,0.244893,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,3.08641975308642E-06
443104,2022-11-11 09:40:01.893,594,0.24389,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.257813,2.62345679012346E-06
443105,2022-11-11 09:40:02.173,635,0.590606,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222656,3.24074074074074E-06
443106,2022-11-11 09:40:02.400,635,0.448921,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.273438,2.62345679012346E-06
443107,2022-11-11 09:40:02.707,666,0.775472,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.21875,3.54938271604938E-06
443108,2022-11-11 09:40:03.020,666,0.648965,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.300781,3.62654320987654E-06
443109,2022-11-11 09:40:03.270,666,0.645396,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.300782,2.89351851851852E-06
443110,2022-11-11 09:40:03.533,603,0.0186987,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.246094,3.04783950617284E-06
443111,2022-11-11 09:40:03.783,643,0.637242,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.25,2.89351851851852E-06
443112,2022-11-11 09:40:04.033,643,0.500503,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.25,2.89351851851852E-06
443113,2022-11-11 09:40:04.253,658,0.672926,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.238281,2.5462962962963E-06
443114,2022-11-11 09:40:04.533,637,0.41688,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.21875,3.24074074074074E-06
443115,2022-11-11 09:40:04.783,637,0.494503,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.269532,2.89351851851852E-06
443116,2022-11-11 09:40:05.020,633,0.403985,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.25,2.7391975308642E-06
443117,2022-11-11 09:40:05.280,670,0.795117,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.230468,3.00925925925926E-06
443118,2022-11-11 09:40:05.530,728,1,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.257813,2.89351851851852E-06
443119,2022-11-11 09:40:05.790,724,0.866563,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242187,3.00925925925926E-06
443120,2022-11-11 09:40:06.083,724,0.897656,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.257813,3.39506172839506E-06
443121,2022-11-11 09:40:06.323,724,0.898903,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.28125,2.77777777777778E-06
443122,2022-11-11 09:40:06.567,724,0.899328,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.234375,2.81635802469136E-06
443123,2022-11-11 09:40:06.810,674,0.452741,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.246094,2.81635802469136E-06
443124,2022-11-11 09:40:07.067,635,0.279428,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,2.97067901234568E-06
443125,2022-11-11 09:40:07.330,538,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.253906,3.04783950617284E-06
443126,2022-11-11 09:40:07.603,536,-0.0101447,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.253906,3.16358024691358E-06
443127,2022-11-11 09:40:07.860,506,-0.248031,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.273438,2.97067901234568E-06
443128,2022-11-11 09:40:08.107,530,0.0255836,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242187,2.85493827160494E-06
443129,2022-11-11 09:40:08.353,590,0.487395,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.246094,2.85493827160494E-06
443130,2022-11-11 09:40:08.617,590,0.257208,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,3.04783950617284E-06
443131,2022-11-11 09:40:08.860,586,0.250114,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.265625,2.81635802469136E-06
443132,2022-11-11 09:40:09.117,586,0.249998,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,2.97067901234568E-06
443133,2022-11-11 09:40:09.360,586,0.250085,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.25,2.81635802469136E-06
443134,2022-11-11 09:40:09.590,586,0.250178,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242188,2.66203703703704E-06
443135,2022-11-11 09:40:09.860,586,0.250276,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222656,3.125E-06
443136,2022-11-11 09:40:10.130,580,0.168414,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.269531,3.125E-06
443137,2022-11-11 09:40:10.363,580,0.199338,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.257813,2.70061728395062E-06
443138,2022-11-11 09:40:10.607,580,0.200475,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,2.81635802469136E-06
443139,2022-11-11 09:40:10.897,590,0.29126,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,3.35648148148148E-06
443140,2022-11-11 09:40:11.183,597,0.332925,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.28125,3.3179012345679E-06
443141,2022-11-11 09:40:13.337,597,0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,2.16406,2.49228395061728E-05
443142,2022-11-11 09:40:13.577,597,0.250116,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,2.77777777777778E-06
443143,2022-11-11 09:40:14.437,676,0.971768,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,9.9537037037037E-06
443144,2022-11-11 09:40:14.693,703,0.777289,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.84375,2.97067901234568E-06
443145,2022-11-11 09:40:14.920,702,0.752941,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.25,2.62345679012346E-06
443146,2022-11-11 09:40:15.177,694,0.660766,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.226563,2.97067901234568E-06
443147,2022-11-11 09:40:15.423,687,0.70155,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.253906,2.85493827160494E-06
443148,2022-11-11 09:40:15.680,674,0.529789,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.238281,2.97067901234568E-06
443149,2022-11-11 09:40:15.923,671,0.601032,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.257813,2.81635802469136E-06
443150,2022-11-11 09:40:16.143,643,0.327969,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,2.5462962962963E-06
443151,2022-11-11 09:40:16.387,634,0.356757,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.207031,2.81635802469136E-06
443152,2022-11-11 09:40:16.673,614,0.235568,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242187,3.3179012345679E-06
443153,2022-11-11 09:40:16.893,605,0.209374,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.273437,2.5462962962963E-06
443154,2022-11-11 09:40:17.147,594,0.164631,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.21875,2.9320987654321E-06
443155,2022-11-11 09:40:17.367,594,0.20289,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242188,2.5462962962963E-06
443156,2022-11-11 09:40:17.617,594,0.204299,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.21875,2.89351851851852E-06
443157,2022-11-11 09:40:17.873,560,-0.0575885,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242188,2.97067901234568E-06
443158,2022-11-11 09:40:18.130,560,0.0510842,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.246093,2.97067901234568E-06
443159,2022-11-11 09:40:18.367,560,0.054315,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.261719,2.7391975308642E-06
443160,2022-11-11 09:40:18.593,560,0.054441,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.226563,2.62345679012346E-06
443161,2022-11-11 09:40:18.833,471,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.21875,2.77777777777778E-06
443162,2022-11-11 09:40:19.123,499,-0.16088,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242187,3.35648148148148E-06
443163,2022-11-11 09:40:19.353,499,-0.243028,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.28125,2.66203703703704E-06
443164,2022-11-11 09:40:19.603,499,-0.246013,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.230469,2.89351851851852E-06
443165,2022-11-11 09:40:19.863,584,0.464095,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.242187,3.00925925925926E-06
443166,2022-11-11 09:40:20.110,591,0.246492,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.257813,2.85493827160494E-06
443167,2022-11-11 09:40:20.930,591,0.20552,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.238281,9.49074074074074E-06
443168,2022-11-11 09:40:21.210,622,0.39057,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.804688,3.24074074074074E-06
443169,2022-11-11 09:40:21.470,622,0.355967,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.277343,3.00925925925926E-06
443170,2022-11-11 09:40:21.707,642,0.539235,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.246094,2.7391975308642E-06
443171,2022-11-11 09:40:21.970,652,0.54367,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.234375,3.04783950617284E-06
443172,2022-11-11 09:40:22.260,656,0.597412,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.253906,3.35648148148148E-06
443173,2022-11-11 09:40:22.493,674,0.639923,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.296875,2.70061728395062E-06
443174,2022-11-11 09:40:22.733,675,0.607474,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.21875,2.77777777777778E-06
443175,2022-11-11 09:40:22.990,679,0.693326,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,2.97067901234568E-06
443176,2022-11-11 09:40:23.237,691,0.75041,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.246094,2.85493827160494E-06
443177,2022-11-11 09:40:23.477,695,0.708634,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.25,2.77777777777778E-06
443178,2022-11-11 09:40:23.730,697,0.799233,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.230468,2.9320987654321E-06
443179,2022-11-11 09:40:23.987,695,0.671967,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.242187,2.97067901234568E-06
443180,2022-11-11 09:40:24.223,692,0.707306,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.257813,2.7391975308642E-06
443181,2022-11-11 09:40:24.440,689,0.708687,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.226562,2.50771604938272E-06
443182,2022-11-11 09:40:24.683,681,0.61804,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.214844,2.81635802469136E-06
443183,2022-11-11 09:40:24.927,681,0.657864,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.230469,2.81635802469136E-06
443184,2022-11-11 09:40:25.157,681,0.659606,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.242187,2.66203703703704E-06
443185,2022-11-11 09:40:25.413,681,0.659935,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.226563,2.97067901234568E-06
443186,2022-11-11 09:40:25.663,681,0.660303,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.25,2.89351851851852E-06
443187,2022-11-11 09:40:25.883,681,0.660594,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.246094,2.5462962962963E-06
443188,2022-11-11 09:40:26.167,598,-0.0378298,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.214843,3.27932098765432E-06
443189,2022-11-11 09:40:26.927,598,0.251817,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.277344,8.7962962962963E-06
443190,2022-11-11 09:40:27.240,547,-0.0519768,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.746094,3.62654320987654E-06
443191,2022-11-11 09:40:27.483,547,0.00921247,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.304687,2.81635802469136E-06
443192,2022-11-11 09:40:27.723,532,-0.172945,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242188,2.77777777777778E-06
443193,2022-11-11 09:40:27.977,530,-0.0917704,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.226562,2.9320987654321E-06
443194,2022-11-11 09:40:28.227,530,-0.0893731,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.257813,2.89351851851852E-06
443195,2022-11-11 09:40:28.463,529,-0.0893444,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,2.7391975308642E-06
443196,2022-11-11 09:40:29.437,531,-0.0893923,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,1.12654320987654E-05
443197,2022-11-11 09:40:29.713,465,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.945313,3.20216049382716E-06
443198,2022-11-11 09:40:29.947,480,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.285156,2.70061728395062E-06
443199,2022-11-11 09:40:30.253,504,-0.15933,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.21875,3.54938271604938E-06
443200,2022-11-11 09:40:30.510,504,-0.238469,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.300781,2.97067901234568E-06
443201,2022-11-11 09:40:30.770,504,-0.240682,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.246094,3.00925925925926E-06
443202,2022-11-11 09:40:31.030,535,0.0921309,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.269531,3.00925925925926E-06
443203,2022-11-11 09:40:31.277,538,-0.0367046,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.25,2.85493827160494E-06
443204,2022-11-11 09:40:31.543,545,0.0460856,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238282,3.08641975308642E-06
443205,2022-11-11 09:40:31.793,570,0.18642,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.265625,2.89351851851852E-06
443206,2022-11-11 09:40:32.057,593,0.285151,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242187,3.04783950617284E-06
443207,2022-11-11 09:40:32.303,615,0.393603,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.261719,2.85493827160494E-06
443208,2022-11-11 09:40:32.537,630,0.491724,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.234375,2.70061728395062E-06
443209,2022-11-11 09:40:32.797,637,0.50043,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,3.00925925925926E-06
443210,2022-11-11 09:40:33.033,636,0.461418,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.246094,2.7391975308642E-06
443211,2022-11-11 09:40:33.293,644,0.460405,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,3.00925925925926E-06
443212,2022-11-11 09:40:33.547,644,0.460598,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.246094,2.9320987654321E-06
443213,2022-11-11 09:40:33.800,687,0.910969,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.25,2.9320987654321E-06
443214,2022-11-11 09:40:34.053,687,0.717159,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.242188,2.9320987654321E-06
443215,2022-11-11 09:40:34.310,725,1,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.253906,2.97067901234568E-06
443216,2022-11-11 09:40:34.557,725,0.917098,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.25,2.85493827160494E-06
443217,2022-11-11 09:40:34.833,733,0.912801,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.246094,3.20216049382716E-06
443218,2022-11-11 09:40:35.077,731,0.913151,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.265625,2.81635802469136E-06
443219,2022-11-11 09:40:35.330,722,0.822042,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,2.9320987654321E-06
443220,2022-11-11 09:40:35.597,722,0.862612,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242188,3.08641975308642E-06
443221,2022-11-11 09:40:35.843,698,0.69512,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.265625,2.85493827160494E-06
443222,2022-11-11 09:40:36.093,698,0.762686,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,2.89351851851852E-06
443223,2022-11-11 09:40:36.327,698,0.765051,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.246094,2.70061728395062E-06
443224,2022-11-11 09:40:36.580,698,0.765476,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.238281,2.9320987654321E-06
443225,2022-11-11 09:40:38.733,457,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,2.11719,2.49228395061728E-05
443226,2022-11-11 09:40:38.980,457,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238282,2.85493827160494E-06
443227,2022-11-11 09:40:39.240,457,-0.25,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.234375,3.00925925925926E-06
443228,2022-11-11 09:40:39.487,457,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.257812,2.85493827160494E-06
443229,2022-11-11 09:40:39.733,457,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.246094,2.85493827160494E-06
443230,2022-11-11 09:40:39.990,457,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,2.97067901234568E-06
443231,2022-11-11 09:40:40.247,457,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.253906,2.97067901234568E-06
443232,2022-11-11 09:40:40.490,457,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.25,2.81635802469136E-06
443233,2022-11-11 09:40:40.730,361,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242188,2.77777777777778E-06
443234,2022-11-11 09:40:41.000,359,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,3.125E-06
443235,2022-11-11 09:40:41.267,360,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.265625,3.08641975308642E-06
443236,2022-11-11 09:40:41.510,363,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.253906,2.81635802469136E-06
443237,2022-11-11 09:40:41.743,363,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.246094,2.70061728395062E-06
443238,2022-11-11 09:40:41.987,370,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.230468,2.81635802469136E-06
443239,2022-11-11 09:40:42.223,370,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242188,2.7391975308642E-06
443240,2022-11-11 09:40:42.493,383,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222656,3.125E-06
443241,2022-11-11 09:40:42.787,392,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.273438,3.39506172839506E-06
443242,2022-11-11 09:40:43.027,404,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.28125,2.77777777777778E-06
443243,2022-11-11 09:40:43.277,415,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,2.89351851851852E-06
443244,2022-11-11 09:40:43.533,425,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242187,2.97067901234568E-06
443245,2022-11-11 09:40:43.787,437,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.257813,2.9320987654321E-06
443246,2022-11-11 09:40:44.037,448,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242187,2.89351851851852E-06
443247,2022-11-11 09:40:44.293,461,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.25,2.97067901234568E-06
443248,2022-11-11 09:40:44.580,475,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242188,3.3179012345679E-06
443249,2022-11-11 09:40:44.817,491,-0.237062,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.289062,2.7391975308642E-06
443250,2022-11-11 09:40:45.070,506,-0.131221,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.226563,2.9320987654321E-06
443251,2022-11-11 09:40:45.307,506,-0.205521,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.25,2.7391975308642E-06
443252,2022-11-11 09:40:45.550,506,-0.208079,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.226562,2.81635802469136E-06
443253,2022-11-11 09:40:45.793,552,0.157164,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242188,2.81635802469136E-06
443254,2022-11-11 09:40:46.047,552,-0.0028294,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242188,2.9320987654321E-06
443255,2022-11-11 09:40:46.290,552,-0.00799536,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242187,2.81635802469136E-06
443256,2022-11-11 09:40:46.540,552,-0.00815179,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242188,2.89351851851852E-06
443257,2022-11-11 09:40:46.793,615,0.527324,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242187,2.9320987654321E-06
443258,2022-11-11 09:40:47.053,615,0.299162,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.25,3.00925925925926E-06
443259,2022-11-11 09:40:47.277,615,0.292518,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.246094,2.58487654320988E-06
443260,2022-11-11 09:40:47.510,658,0.753555,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222656,2.70061728395062E-06
443261,2022-11-11 09:40:47.763,673,0.639186,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222657,2.9320987654321E-06
443262,2022-11-11 09:40:48.007,687,0.776317,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.257812,2.81635802469136E-06
443263,2022-11-11 09:40:48.273,687,0.696079,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,3.08641975308642E-06
443264,2022-11-11 09:40:48.553,687,0.694002,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.261719,3.24074074074074E-06
443265,2022-11-11 09:40:48.787,706,0.874339,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.277344,2.70061728395062E-06
443266,2022-11-11 09:40:49.013,706,0.797416,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222656,2.62345679012346E-06
443267,2022-11-11 09:40:49.257,705,0.703794,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.226562,2.81635802469136E-06
443268,2022-11-11 09:40:49.493,705,0.744084,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238282,2.7391975308642E-06
443269,2022-11-11 09:40:49.720,699,0.745713,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.230468,2.62345679012346E-06
443270,2022-11-11 09:40:49.967,699,0.746107,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.21875,2.85493827160494E-06
443271,2022-11-11 09:40:50.180,699,0.746447,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,2.46913580246914E-06
