ID,logTime,lidarDistance,upMotor,controlAuthority,currentManeuver,state_description,state_target,state_action,loopTime,days_since_last_case
443272,2022-11-11 09:40:50.407,607,-0.0914198,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.210937,2.62345679012346E-06
443273,2022-11-11 09:40:50.687,683,0.883413,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.21875,3.24074074074074E-06
443274,2022-11-11 09:40:50.920,681,0.655083,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.273437,2.70061728395062E-06
443275,2022-11-11 09:40:51.167,677,0.647809,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.226563,2.85493827160494E-06
443276,2022-11-11 09:40:51.407,669,0.556007,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242187,2.77777777777778E-06
443277,2022-11-11 09:40:51.657,669,0.596806,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.230469,2.89351851851852E-06
443278,2022-11-11 09:40:51.887,648,0.420207,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.246094,2.66203703703704E-06
443279,2022-11-11 09:40:52.133,635,0.316734,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.21875,2.85493827160494E-06
443280,2022-11-11 09:40:52.363,622,0.303213,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.246094,2.66203703703704E-06
443281,2022-11-11 09:40:52.583,622,0.347342,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222656,2.5462962962963E-06
443282,2022-11-11 09:40:52.813,603,0.164912,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.21875,2.66203703703704E-06
443283,2022-11-11 09:40:53.060,603,0.246467,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.214844,2.85493827160494E-06
443284,2022-11-11 09:40:53.290,603,0.249164,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.25,2.66203703703704E-06
443285,2022-11-11 09:40:53.520,603,0.249363,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222656,2.66203703703704E-06
443286,2022-11-11 09:40:53.757,607,0.342612,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.226563,2.7391975308642E-06
443287,2022-11-11 09:40:53.997,607,0.300976,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222656,2.77777777777778E-06
443288,2022-11-11 09:40:54.227,607,0.299833,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242188,2.66203703703704E-06
443289,2022-11-11 09:40:54.473,599,0.210537,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222656,2.85493827160494E-06
443290,2022-11-11 09:40:54.783,591,0.157204,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,3.58796296296296E-06
443291,2022-11-11 09:40:55.013,585,0.116949,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.304687,2.66203703703704E-06
443292,2022-11-11 09:40:55.247,583,0.1491,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222656,2.70061728395062E-06
443293,2022-11-11 09:40:55.480,587,0.241727,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,2.70061728395062E-06
443294,2022-11-11 09:40:55.720,587,0.201828,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222657,2.77777777777778E-06
443295,2022-11-11 09:40:55.970,598,0.287025,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,2.89351851851852E-06
443296,2022-11-11 09:40:56.230,598,0.251799,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,3.00925925925926E-06
443297,2022-11-11 09:40:56.487,628,0.508392,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.265625,2.97067901234568E-06
443298,2022-11-11 09:40:56.730,628,0.404333,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,2.81635802469136E-06
443299,2022-11-11 09:40:56.987,648,0.574647,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.246094,2.97067901234568E-06
443300,2022-11-11 09:40:57.210,658,0.596959,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.246094,2.58487654320988E-06
443301,2022-11-11 09:40:57.473,671,0.641236,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.226562,3.04783950617284E-06
443302,2022-11-11 09:40:57.710,670,0.603377,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.25,2.7391975308642E-06
443303,2022-11-11 09:40:57.960,669,0.602467,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,2.89351851851852E-06
443304,2022-11-11 09:40:58.183,671,0.602698,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,2.58487654320988E-06
443305,2022-11-11 09:40:58.440,678,0.690632,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222656,2.97067901234568E-06
443306,2022-11-11 09:40:58.687,678,0.654577,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.246094,2.85493827160494E-06
443307,2022-11-11 09:40:58.937,687,0.744365,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.246094,2.89351851851852E-06
443308,2022-11-11 09:40:59.167,705,0.794374,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242187,2.66203703703704E-06
443309,2022-11-11 09:40:59.387,705,0.755743,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.230469,2.5462962962963E-06
443310,2022-11-11 09:40:59.647,724,0.929781,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.207031,3.00925925925926E-06
443311,2022-11-11 09:40:59.893,727,0.947484,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.257813,2.85493827160494E-06
443312,2022-11-11 09:41:00.157,719,0.820951,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,3.04783950617284E-06
443313,2022-11-11 09:41:00.370,719,0.854821,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.261719,2.46913580246914E-06
443314,2022-11-11 09:41:00.610,719,0.856423,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.207031,2.77777777777778E-06
443315,2022-11-11 09:41:00.883,648,0.246461,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,3.16358024691358E-06
443316,2022-11-11 09:41:01.137,620,0.240273,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.273438,2.9320987654321E-06
443317,2022-11-11 09:41:01.410,590,0.0837699,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.246093,3.16358024691358E-06
443318,2022-11-11 09:41:01.647,590,0.203537,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.265625,2.7391975308642E-06
443319,2022-11-11 09:41:01.887,565,-0.0649472,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,2.77777777777778E-06
443320,2022-11-11 09:41:02.160,565,0.0535814,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.230469,3.16358024691358E-06
443321,2022-11-11 09:41:02.407,565,0.0570787,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.269531,2.85493827160494E-06
443322,2022-11-11 09:41:02.747,514,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.246094,3.93518518518519E-06
443323,2022-11-11 09:41:02.997,508,-0.197167,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.328125,2.89351851851852E-06
443324,2022-11-11 09:41:03.230,506,-0.193279,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.25,2.70061728395062E-06
443325,2022-11-11 09:41:03.450,506,-0.193241,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.21875,2.5462962962963E-06
443326,2022-11-11 09:41:03.690,488,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222656,2.77777777777778E-06
443327,2022-11-11 09:41:03.930,416,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.226562,2.77777777777778E-06
443328,2022-11-11 09:41:04.163,410,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,2.70061728395062E-06
443329,2022-11-11 09:41:04.403,413,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.226563,2.77777777777778E-06
443330,2022-11-11 09:41:04.677,423,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242187,3.16358024691358E-06
443331,2022-11-11 09:41:05.433,436,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.257813,8.75771604938272E-06
443332,2022-11-11 09:41:05.663,569,0.275761,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.746094,2.66203703703704E-06
443333,2022-11-11 09:41:05.897,580,0.201628,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.21875,2.70061728395062E-06
443334,2022-11-11 09:41:06.133,593,0.249114,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,2.7391975308642E-06
443335,2022-11-11 09:41:06.370,607,0.387562,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222656,2.7391975308642E-06
443336,2022-11-11 09:41:06.603,607,0.308307,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,2.70061728395062E-06
443337,2022-11-11 09:41:06.840,631,0.492883,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.21875,2.7391975308642E-06
443338,2022-11-11 09:41:07.123,631,0.408376,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242188,3.27932098765432E-06
443339,2022-11-11 09:41:07.353,656,0.678857,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.28125,2.66203703703704E-06
443340,2022-11-11 09:41:07.580,657,0.560728,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.21875,2.62345679012346E-06
443341,2022-11-11 09:41:07.807,674,0.649898,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222656,2.62345679012346E-06
443342,2022-11-11 09:41:08.057,680,0.698359,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.21875,2.89351851851852E-06
443343,2022-11-11 09:41:08.313,685,0.658792,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.25,2.97067901234568E-06
443344,2022-11-11 09:41:08.530,685,0.657817,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242188,2.50771604938272E-06
443345,2022-11-11 09:41:08.783,685,0.658108,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.21875,2.9320987654321E-06
443346,2022-11-11 09:41:09.020,685,0.658403,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242188,2.7391975308642E-06
443347,2022-11-11 09:41:09.270,682,0.658729,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,2.89351851851852E-06
443348,2022-11-11 09:41:09.510,682,0.659026,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,2.77777777777778E-06
443349,2022-11-11 09:41:09.760,669,0.572572,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242187,2.89351851851852E-06
443350,2022-11-11 09:41:09.993,662,0.516883,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238282,2.70061728395062E-06
443351,2022-11-11 09:41:10.290,653,0.469765,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,3.43364197530864E-06
443352,2022-11-11 09:41:10.537,653,0.509077,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.285156,2.85493827160494E-06
443353,2022-11-11 09:41:10.777,633,0.332168,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.242188,2.77777777777778E-06
443354,2022-11-11 09:41:11.003,633,0.407786,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,2.62345679012346E-06
443355,2022-11-11 09:41:11.273,616,0.323985,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222656,3.125E-06
443356,2022-11-11 09:41:11.500,616,0.359657,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.257812,2.62345679012346E-06
443357,2022-11-11 09:41:11.727,616,0.360976,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.226563,2.62345679012346E-06
443358,2022-11-11 09:41:11.957,616,0.361178,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222656,2.66203703703704E-06
443359,2022-11-11 09:41:12.213,583,0.00855944,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.226563,2.97067901234568E-06
443360,2022-11-11 09:41:12.453,583,0.156467,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.25,2.77777777777778E-06
443361,2022-11-11 09:41:12.683,573,0.0702263,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.234375,2.66203703703704E-06
443362,2022-11-11 09:41:12.907,573,0.109977,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.214844,2.58487654320988E-06
443363,2022-11-11 09:41:13.153,570,0.111423,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222656,2.85493827160494E-06
443364,2022-11-11 09:41:13.380,570,0.111514,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,2.62345679012346E-06
443365,2022-11-11 09:41:13.657,570,0.111564,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.226563,3.20216049382716E-06
443366,2022-11-11 09:41:13.900,575,0.111618,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.273437,2.81635802469136E-06
443367,2022-11-11 09:41:14.153,578,0.199723,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.230469,2.9320987654321E-06
443368,2022-11-11 09:41:14.407,583,0.162991,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.253906,2.9320987654321E-06
443369,2022-11-11 09:41:14.677,587,0.246639,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.246094,3.125E-06
443370,2022-11-11 09:41:14.907,594,0.213093,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.265625,2.66203703703704E-06
443371,2022-11-11 09:41:15.180,600,0.302786,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.226563,3.16358024691358E-06
443372,2022-11-11 09:41:15.427,600,0.263385,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.265625,2.85493827160494E-06
443373,2022-11-11 09:41:15.687,616,0.440272,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.234375,3.00925925925926E-06
443374,2022-11-11 09:41:15.933,626,0.452992,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.261718,2.85493827160494E-06
443375,2022-11-11 09:41:16.150,626,0.414146,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238282,2.50771604938272E-06
443376,2022-11-11 09:41:16.387,643,0.504891,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.214843,2.7391975308642E-06
443377,2022-11-11 09:41:16.633,643,0.464515,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.226563,2.85493827160494E-06
443378,2022-11-11 09:41:16.907,662,0.6396,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.25,3.16358024691358E-06
443379,2022-11-11 09:41:17.153,662,0.565959,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.265625,2.85493827160494E-06
443380,2022-11-11 09:41:17.373,662,0.564115,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.238281,2.5462962962963E-06
443381,2022-11-11 09:41:17.633,678,0.741897,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.214844,3.00925925925926E-06
443382,2022-11-11 09:41:17.870,677,0.667145,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.25,2.7391975308642E-06
443383,2022-11-11 09:41:18.137,653,0.401353,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.238281,3.08641975308642E-06
443384,2022-11-11 09:41:18.373,667,0.692235,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.253907,2.7391975308642E-06
443385,2022-11-11 09:41:18.617,667,0.617842,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.242187,2.81635802469136E-06
443386,2022-11-11 09:41:18.897,669,0.6159,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.230469,3.24074074074074E-06
443387,2022-11-11 09:41:19.167,662,0.530666,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.277344,3.125E-06
443388,2022-11-11 09:41:19.417,656,0.565316,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.257812,2.89351851851852E-06
443389,2022-11-11 09:41:19.667,643,0.394923,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.246094,2.89351851851852E-06
443390,2022-11-11 09:41:19.913,643,0.464501,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.242188,2.85493827160494E-06
443391,2022-11-11 09:41:20.153,643,0.467023,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.246093,2.77777777777778E-06
443392,2022-11-11 09:41:20.437,643,0.46729,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.234375,3.27932098765432E-06
443393,2022-11-11 09:41:20.687,579,-0.0207268,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.273438,2.89351851851852E-06
443394,2022-11-11 09:41:20.910,602,0.346925,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.246094,2.58487654320988E-06
443395,2022-11-11 09:41:21.197,593,0.184145,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.21875,3.3179012345679E-06
443396,2022-11-11 09:41:21.447,593,0.216595,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.277344,2.89351851851852E-06
443397,2022-11-11 09:41:21.683,593,0.217772,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.242187,2.7391975308642E-06
443398,2022-11-11 09:41:21.947,593,0.217898,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.234375,3.04783950617284E-06
443399,2022-11-11 09:41:22.173,579,0.130518,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.257813,2.62345679012346E-06
443400,2022-11-11 09:41:22.393,579,0.166759,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.21875,2.5462962962963E-06
443401,2022-11-11 09:41:22.670,582,0.168087,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.214844,3.20216049382716E-06
443402,2022-11-11 09:41:22.900,585,0.168195,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.277343,2.66203703703704E-06
443403,2022-11-11 09:41:23.147,591,0.2583,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.21875,2.85493827160494E-06
443404,2022-11-11 09:41:23.400,596,0.312323,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.234375,2.9320987654321E-06
443405,2022-11-11 09:41:23.703,603,0.269664,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.25,3.5108024691358E-06
443406,2022-11-11 09:41:23.920,603,0.268717,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.296875,2.50771604938272E-06
443407,2022-11-11 09:41:24.167,614,0.358676,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.214844,2.85493827160494E-06
443408,2022-11-11 09:41:24.403,623,0.411112,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.234375,2.7391975308642E-06
443409,2022-11-11 09:41:24.657,631,0.460371,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.234375,2.9320987654321E-06
443410,2022-11-11 09:41:24.903,631,0.420745,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.246093,2.85493827160494E-06
443411,2022-11-11 09:41:25.150,631,0.419618,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.25,2.85493827160494E-06
443412,2022-11-11 09:41:25.373,631,0.419765,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.230469,2.58487654320988E-06
443413,2022-11-11 09:41:25.580,626,0.419937,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.21875,2.39197530864198E-06
443414,2022-11-11 09:41:25.827,675,0.789732,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.207032,2.85493827160494E-06
443415,2022-11-11 09:41:26.060,683,0.714195,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.238281,2.70061728395062E-06
443416,2022-11-11 09:41:26.287,683,0.672302,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.230469,2.62345679012346E-06
443417,2022-11-11 09:41:26.527,689,0.763407,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.21875,2.77777777777778E-06
443418,2022-11-11 09:41:26.773,689,0.722915,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.238281,2.85493827160494E-06
443419,2022-11-11 09:41:27.003,684,0.634107,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.234375,2.66203703703704E-06
443420,2022-11-11 09:41:27.220,684,0.670789,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.226563,2.50771604938272E-06
443421,2022-11-11 09:41:27.447,637,0.294432,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.207031,2.62345679012346E-06
443422,2022-11-11 09:41:27.680,637,0.466574,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.226563,2.70061728395062E-06
443423,2022-11-11 09:41:27.903,645,0.472506,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.222656,2.58487654320988E-06
443424,2022-11-11 09:41:28.140,639,0.472912,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.214844,2.7391975308642E-06
443425,2022-11-11 09:41:28.387,626,0.379419,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.226563,2.85493827160494E-06
443426,2022-11-11 09:41:28.657,504,-0.25,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.246093,3.125E-06
443427,2022-11-11 09:41:28.890,504,-0.242348,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.257813,2.70061728395062E-06
443428,2022-11-11 09:41:29.140,597,0.638886,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.234375,2.89351851851852E-06
443429,2022-11-11 09:41:29.353,597,0.285967,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.242187,2.46913580246914E-06
443430,2022-11-11 09:41:29.663,597,0.273618,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.210938,3.58796296296296E-06
443431,2022-11-11 09:41:29.907,570,0.0255365,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.300781,2.81635802469136E-06
443432,2022-11-11 09:41:30.183,570,0.120536,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.234375,3.20216049382716E-06
443433,2022-11-11 09:41:30.430,576,0.211335,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.273438,2.85493827160494E-06
443434,2022-11-11 09:41:30.677,540,-0.175341,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.238281,2.85493827160494E-06
443435,2022-11-11 09:41:30.903,540,-0.0317384,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.25,2.62345679012346E-06
443436,2022-11-11 09:41:31.160,563,0.154847,auto,hoverYaw,autonomous,none,hover (higher). yaw to target,0.214844,2.97067901234568E-06
443437,2022-11-11 09:41:31.383,614,0.523736,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.257812,2.58487654320988E-06
443438,2022-11-11 09:41:31.667,630,0.500045,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.210938,3.27932098765432E-06
443439,2022-11-11 09:41:31.897,630,0.426458,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.285156,2.66203703703704E-06
443440,2022-11-11 09:41:32.173,651,0.598891,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222656,3.20216049382716E-06
443441,2022-11-11 09:41:32.413,659,0.615681,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.273438,2.77777777777778E-06
443442,2022-11-11 09:41:32.690,664,0.575901,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.226562,3.20216049382716E-06
443443,2022-11-11 09:41:32.927,666,0.664932,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.277344,2.7391975308642E-06
443444,2022-11-11 09:41:33.193,664,0.538926,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.230469,3.08641975308642E-06
443445,2022-11-11 09:41:33.450,660,0.574417,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.261719,2.97067901234568E-06
443446,2022-11-11 09:41:33.723,660,0.575841,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.25,3.16358024691358E-06
443447,2022-11-11 09:41:33.953,660,0.576181,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.269531,2.66203703703704E-06
443448,2022-11-11 09:41:34.173,660,0.576425,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222656,2.5462962962963E-06
443449,2022-11-11 09:41:34.407,660,0.576667,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.21875,2.70061728395062E-06
443450,2022-11-11 09:41:34.663,613,0.145641,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.222656,2.97067901234568E-06
443451,2022-11-11 09:41:34.887,623,0.41388,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.253906,2.58487654320988E-06
443452,2022-11-11 09:41:35.143,618,0.378276,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.214844,2.97067901234568E-06
443453,2022-11-11 09:41:35.393,612,0.284225,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.253906,2.89351851851852E-06
443454,2022-11-11 09:41:35.697,612,0.326406,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.238281,3.5108024691358E-06
443455,2022-11-11 09:41:35.923,540,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.304688,2.62345679012346E-06
443456,2022-11-11 09:41:36.180,502,-0.25,auto,hoverYaw,autonomous,none,hover (higher). maintain yaw 0 to view target.,0.214843,2.97067901234568E-06
