ID,logTime,lidarDistance,setPoint,difference,upMotor,,throttleMotor,yawMotor,servoDoor,p_up,isMicroPython,i_up,d_up,p_throttle,i_throttle,d_throttle,p_yaw,i_yaw,d_yaw,scalar_up,scalar_yaw,scalar_throttle,error_rounding_up,error_scaling_up,pid_min_up
241000,2022-11-08 13:00:00.083,1533,550,-983,1,,0,0.132076,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241001,2022-11-08 13:00:00.293,1533,550,-983,1,,0,0.122238,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241002,2022-11-08 13:00:00.490,1533,550,-983,1,,0,0.124673,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241003,2022-11-08 13:00:00.687,1532,550,-982,1,,0,0.131365,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241004,2022-11-08 13:00:00.893,1534,550,-984,1,,0,0.128918,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241005,2022-11-08 13:00:01.103,1534,550,-984,1,,0,0.124728,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241006,2022-11-08 13:00:01.303,1535,550,-985,1,,0,0.126699,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241007,2022-11-08 13:00:01.513,1533,550,-983,1,,0,0.129078,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241008,2022-11-08 13:00:01.703,1535,550,-985,1,,0,0.125418,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241009,2022-11-08 13:00:01.900,1533,550,-983,1,,0,0.127267,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241011,2022-11-08 13:00:02.320,1534,550,-984,1,,0,0.127693,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241012,2022-11-08 13:00:02.503,1532,550,-982,1,,0,0.127484,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241013,2022-11-08 13:00:02.703,1534,550,-984,1,,0,0.126343,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241014,2022-11-08 13:00:02.927,1533,550,-983,1,,0,0.128083,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241015,2022-11-08 13:00:03.123,1535,550,-985,1,,0,0.125591,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241016,2022-11-08 13:00:03.327,1535,550,-985,1,,0,0.126586,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241017,2022-11-08 13:00:03.523,1535,550,-985,1,,0,0.126673,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241018,2022-11-08 13:00:03.737,1535,550,-985,1,,0,0.128882,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241019,2022-11-08 13:00:03.903,1533,550,-983,1,,0,0.128223,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241020,2022-11-08 13:00:04.103,1536,550,-986,1,,0,0.128469,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241021,2022-11-08 13:00:04.307,1535,550,-985,1,,0,0.12862,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241022,2022-11-08 13:00:04.513,1537,550,-987,1,,0,0.128033,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241023,2022-11-08 13:00:04.713,1535,550,-985,1,,0,0.128311,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241024,2022-11-08 13:00:04.910,1535,550,-985,1,,0,0.129358,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241025,2022-11-08 13:00:05.160,1535,550,-985,1,,0,0.128947,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241026,2022-11-08 13:00:05.333,1535,550,-985,1,,0,0.128974,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241027,2022-11-08 13:00:05.543,1535,550,-985,1,,0,0.128653,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241028,2022-11-08 13:00:05.747,1532,550,-982,1,,0,0.128872,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241029,2022-11-08 13:00:05.927,1533,550,-983,1,,0,0.128923,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241030,2022-11-08 13:00:06.127,1533,550,-983,1,,0,0.128973,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241031,2022-11-08 13:00:06.350,1534,550,-984,1,,0,0.129023,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241032,2022-11-08 13:00:06.527,1533,550,-983,1,,0,0.129074,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241033,2022-11-08 13:00:06.767,1533,550,-983,1,,0,0.129497,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241034,2022-11-08 13:00:06.940,1533,550,-983,1,,0,0.128249,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241035,2022-11-08 13:00:07.147,1533,550,-983,1,,0,0.130033,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241036,2022-11-08 13:00:07.350,1533,550,-983,1,,0,0.129353,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241037,2022-11-08 13:00:07.547,1536,550,-986,1,,0,0.128888,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241038,2022-11-08 13:00:07.743,1532,550,-982,1,,0,0.128331,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241039,2022-11-08 13:00:07.970,1533,550,-983,1,,0,0.129474,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241040,2022-11-08 13:00:08.167,1537,550,-987,1,,0,0.129341,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241041,2022-11-08 13:00:08.367,1533,550,-983,1,,0,0.130119,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241042,2022-11-08 13:00:08.580,1535,550,-985,1,,0,0.128521,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241043,2022-11-08 13:00:08.770,1536,550,-986,1,,0,0.129158,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241044,2022-11-08 13:00:09.013,1536,550,-986,1,,0,0.129423,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241045,2022-11-08 13:00:09.183,1534,550,-984,1,,0,0.130076,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241046,2022-11-08 13:00:09.387,1535,550,-985,1,,0,0.129014,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241047,2022-11-08 13:00:09.587,1533,550,-983,1,,0,0.13001,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241048,2022-11-08 13:00:09.777,1535,550,-985,1,,0,0.129795,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241049,2022-11-08 13:00:09.983,1535,550,-985,1,,0,0.129836,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241050,2022-11-08 13:00:10.187,1533,550,-983,1,,0,0.129689,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241051,2022-11-08 13:00:10.430,1533,550,-983,1,,0,0.129841,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241052,2022-11-08 13:00:10.587,1533,550,-983,1,,0,0.129885,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241053,2022-11-08 13:00:10.803,1531,550,-981,1,,0,0.129937,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241054,2022-11-08 13:00:11.007,1531,550,-981,1,,0,0.129989,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241055,2022-11-08 13:00:11.207,1533,550,-983,1,,0,0.130333,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241056,2022-11-08 13:00:11.417,1533,550,-983,1,,0,0.130049,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241057,2022-11-08 13:00:11.613,1535,550,-985,1,,0,0.131069,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241058,2022-11-08 13:00:11.807,1538,550,-988,1,,0,0.130706,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241059,2022-11-08 13:00:12.023,1538,550,-988,1,,0,0.130745,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241060,2022-11-08 13:00:12.227,1534,550,-984,1,,0,0.130991,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241061,2022-11-08 13:00:12.433,1533,550,-983,1,,0,0.130162,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241062,2022-11-08 13:00:12.623,1533,550,-983,1,,0,0.13264,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241063,2022-11-08 13:00:12.827,1534,550,-984,1,,0,0.131733,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241064,2022-11-08 13:00:13.057,1534,550,-984,1,,0,0.131752,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241065,2022-11-08 13:00:13.250,1536,550,-986,1,,0,0.128753,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241066,2022-11-08 13:00:13.453,1534,550,-984,1,,0,0.132793,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241067,2022-11-08 13:00:13.647,1533,550,-983,1,,0,0.128753,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241068,2022-11-08 13:00:13.843,1531,550,-981,1,,0,0.130147,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241069,2022-11-08 13:00:14.070,1531,550,-981,1,,0,0.130253,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241070,2022-11-08 13:00:14.250,1533,550,-983,1,,0,0.131538,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241071,2022-11-08 13:00:14.447,1533,550,-983,1,,0,0.130974,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241072,2022-11-08 13:00:14.657,1533,550,-983,1,,0,0.132084,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241073,2022-11-08 13:00:14.863,1536,550,-986,1,,0,0.132748,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241074,2022-11-08 13:00:15.063,1533,550,-983,1,,0,0.128932,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241075,2022-11-08 13:00:15.307,1535,550,-985,1,,0,0.13174,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241076,2022-11-08 13:00:15.510,1600,550,-1050,1,,0,0.131332,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241077,2022-11-08 13:00:15.707,1532,550,-982,1,,0,0.13215,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241078,2022-11-08 13:00:15.890,1535,550,-985,1,,0,0.131097,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241079,2022-11-08 13:00:16.107,1536,550,-986,1,,0,0.131782,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241080,2022-11-08 13:00:16.303,1532,550,-982,1,,0,0.13319,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241081,2022-11-08 13:00:16.503,1536,550,-986,1,,0,0.13009,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241082,2022-11-08 13:00:16.703,1535,550,-985,1,,0,0.133329,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241083,2022-11-08 13:00:16.923,1533,550,-983,1,,0,0.131608,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241084,2022-11-08 13:00:17.127,1533,550,-983,1,,0,0.132791,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241085,2022-11-08 13:00:17.330,1533,550,-983,1,,0,0.131601,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241086,2022-11-08 13:00:17.523,1534,550,-984,1,,0,0.131369,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241087,2022-11-08 13:00:17.723,1533,550,-983,1,,0,0.133034,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241088,2022-11-08 13:00:17.923,1535,550,-985,1,,0,0.132493,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241089,2022-11-08 13:00:18.130,1535,550,-985,1,,0,0.132521,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241090,2022-11-08 13:00:18.347,1533,550,-983,1,,0,0.131687,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241091,2022-11-08 13:00:18.527,1533,550,-983,1,,0,0.134013,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241092,2022-11-08 13:00:18.727,1536,550,-986,1,,0,0.131238,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241093,2022-11-08 13:00:18.910,1533,550,-983,1,,0,0.132177,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241094,2022-11-08 13:00:19.113,1534,550,-984,1,,0,0.132264,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241095,2022-11-08 13:00:19.317,1534,550,-984,1,,0,0.132316,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241096,2022-11-08 13:00:19.547,1534,550,-984,1,,0,0.133196,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241097,2022-11-08 13:00:19.750,1533,550,-983,1,,0,0.132889,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241099,2022-11-08 13:00:20.157,1536,550,-986,1,,0,0.133465,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241100,2022-11-08 13:00:20.340,1536,550,-986,1,,0,0.133284,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241101,2022-11-08 13:00:20.550,1536,550,-986,1,,0,0.133326,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241102,2022-11-08 13:00:20.747,1532,550,-982,1,,0,0.152507,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241103,2022-11-08 13:00:20.947,1534,550,-984,1,,0,0.143542,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241104,2022-11-08 13:00:21.147,1536,550,-986,1,,0,0.129681,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241105,2022-11-08 13:00:21.357,1533,550,-983,1,,0,0.131718,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241106,2022-11-08 13:00:21.557,1533,550,-983,1,,0,0.134095,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241107,2022-11-08 13:00:21.753,1534,550,-984,1,,0,0.134234,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241108,2022-11-08 13:00:21.953,1536,550,-986,1,,0,0.134288,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241109,2022-11-08 13:00:22.163,1536,550,-986,1,,0,0.132161,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241110,2022-11-08 13:00:22.403,1533,550,-983,1,,0,0.133219,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241111,2022-11-08 13:00:22.543,1533,550,-983,1,,0,0.133286,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241112,2022-11-08 13:00:22.807,1534,550,-984,1,,0,0.133347,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241113,2022-11-08 13:00:23.003,1534,550,-984,1,,0,0.133402,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241114,2022-11-08 13:00:23.213,1534,550,-984,1,,0,0.135116,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241115,2022-11-08 13:00:23.367,1533,550,-983,1,,0,0.134382,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241116,2022-11-08 13:00:23.607,1535,550,-985,1,,0,0.134405,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241117,2022-11-08 13:00:23.767,1533,550,-983,1,,0,0.134445,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241118,2022-11-08 13:00:24.027,1533,550,-983,1,,0,0.134504,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241119,2022-11-08 13:00:24.230,1536,550,-986,1,,0,0.132989,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241120,2022-11-08 13:00:24.413,1532,550,-982,1,,0,0.134266,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241121,2022-11-08 13:00:24.620,1533,550,-983,1,,0,0.134211,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241122,2022-11-08 13:00:24.807,1535,550,-985,1,,0,0.134205,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241123,2022-11-08 13:00:25.003,1535,550,-985,1,,0,0.134255,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241124,2022-11-08 13:00:25.210,1532,550,-982,1,,0,0.134011,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241125,2022-11-08 13:00:25.410,1532,550,-982,1,,0,0.134396,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241126,2022-11-08 13:00:25.617,1533,550,-983,1,,0,0.134653,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241127,2022-11-08 13:00:25.807,1535,550,-985,1,,0,0.134559,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241128,2022-11-08 13:00:26.023,1535,550,-985,1,,0,0.134611,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241129,2022-11-08 13:00:26.223,1534,550,-984,1,,0,0.133682,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241130,2022-11-08 13:00:26.427,1535,550,-985,1,,0,0.134683,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241131,2022-11-08 13:00:26.633,1534,550,-984,1,,0,0.133443,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241132,2022-11-08 13:00:26.810,1532,550,-982,1,,0,0.133986,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241133,2022-11-08 13:00:27.037,1532,550,-982,1,,0,0.134059,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241134,2022-11-08 13:00:27.240,1533,550,-983,1,,0,0.136851,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241135,2022-11-08 13:00:27.447,1534,550,-984,1,,0,0.134046,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241136,2022-11-08 13:00:27.653,1533,550,-983,1,,0,0.13479,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241137,2022-11-08 13:00:27.827,1533,550,-983,1,,0,0.13435,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241138,2022-11-08 13:00:28.043,1533,550,-983,1,,0,0.134657,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241139,2022-11-08 13:00:28.247,1534,550,-984,1,,0,0.135991,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241140,2022-11-08 13:00:28.447,1532,550,-982,1,,0,0.134754,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241141,2022-11-08 13:00:28.643,1533,550,-983,1,,0,0.135104,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241142,2022-11-08 13:00:28.843,1533,550,-983,1,,0,0.135166,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241143,2022-11-08 13:00:29.047,1533,550,-983,1,,0,0.135217,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241144,2022-11-08 13:00:29.310,1532,550,-982,1,,0,0.134843,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241145,2022-11-08 13:00:29.507,1536,550,-986,1,,0,0.135074,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241146,2022-11-08 13:00:29.707,1536,550,-986,1,,0,0.135131,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241147,2022-11-08 13:00:29.867,1535,550,-985,1,,0,0.135172,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241148,2022-11-08 13:00:30.117,1533,550,-983,1,,0,1,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241149,2022-11-08 13:00:30.317,1534,550,-984,1,,0,0.125,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241150,2022-11-08 13:00:30.503,1534,550,-984,1,,0,0.126525,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241151,2022-11-08 13:00:30.707,1534,550,-984,1,,0,0.12529,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241152,2022-11-08 13:00:30.910,1533,550,-983,1,,0,0.125689,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241153,2022-11-08 13:00:31.110,1533,550,-983,1,,0,0.125801,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241154,2022-11-08 13:00:31.307,1534,550,-984,1,,0,0.125509,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241155,2022-11-08 13:00:31.503,1533,550,-983,1,,0,0.125303,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241156,2022-11-08 13:00:31.710,1536,550,-986,1,,0,0.125936,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241157,2022-11-08 13:00:31.927,1534,550,-984,1,,0,0.125343,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241158,2022-11-08 13:00:32.127,1533,550,-983,1,,0,0.125991,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241159,2022-11-08 13:00:32.323,1534,550,-984,1,,0,0.124588,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241160,2022-11-08 13:00:32.537,1535,550,-985,1,,0,0.126508,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241161,2022-11-08 13:00:32.743,1535,550,-985,1,,0,0.126176,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241162,2022-11-08 13:00:32.927,1535,550,-985,1,,0,0.125817,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241163,2022-11-08 13:00:33.127,1534,550,-984,1,,0,0.126492,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241164,2022-11-08 13:00:33.327,1535,550,-985,1,,0,0.12612,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241165,2022-11-08 13:00:33.537,1535,550,-985,1,,0,0.126254,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241166,2022-11-08 13:00:33.737,1533,550,-983,1,,0,0.126405,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241167,2022-11-08 13:00:33.930,1535,550,-985,1,,0,0.125821,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241168,2022-11-08 13:00:34.177,1533,550,-983,1,,0,0.127422,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241169,2022-11-08 13:00:34.333,1535,550,-985,1,,0,0.126882,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241170,2022-11-08 13:00:34.590,1535,550,-985,1,,0,0.126924,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241171,2022-11-08 13:00:34.797,1533,550,-983,1,,0,0.126974,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241172,2022-11-08 13:00:34.970,1533,550,-983,1,,0,0.12557,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241173,2022-11-08 13:00:35.167,1535,550,-985,1,,0,0.126145,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241174,2022-11-08 13:00:35.363,1536,550,-986,1,,0,0.126608,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241175,2022-11-08 13:00:35.573,1535,550,-985,1,,0,0.126426,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241176,2022-11-08 13:00:35.787,1533,550,-983,1,,0,0.126517,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241177,2022-11-08 13:00:35.990,1533,550,-983,1,,0,0.126856,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241178,2022-11-08 13:00:36.193,1537,550,-987,1,,0,0.126191,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241179,2022-11-08 13:00:36.383,1533,550,-983,1,,0,0.127102,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241180,2022-11-08 13:00:36.587,1534,550,-984,1,,0,0.126983,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241181,2022-11-08 13:00:36.780,1533,550,-983,1,,0,0.126974,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241182,2022-11-08 13:00:37.017,1533,550,-983,1,,0,0.127029,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241183,2022-11-08 13:00:37.220,1533,550,-983,1,,0,0.126688,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241184,2022-11-08 13:00:37.407,1534,550,-984,1,,0,0.127315,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241185,2022-11-08 13:00:37.653,1533,550,-983,1,,0,0.126563,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241186,2022-11-08 13:00:37.847,1533,550,-983,1,,0,0.126879,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241187,2022-11-08 13:00:38.047,1533,550,-983,1,,0,0.12694,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241188,2022-11-08 13:00:38.243,1536,550,-986,1,,0,0.127776,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241189,2022-11-08 13:00:38.447,1533,550,-983,1,,0,0.127357,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241190,2022-11-08 13:00:38.657,1536,550,-986,1,,0,0.127243,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241191,2022-11-08 13:01:05.950,1200,550,-650,1,,0,0.0003,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,-0.2
241192,2022-11-08 13:01:06.150,1535,550,-985,1,,0,0.000150061,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
241193,2022-11-08 13:01:06.360,1533,550,-983,1,,0,-0.00534385,0,2,1,0,0,3,4,5,0.5,0,0,1,1,1,1,100,0
